City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,novodvinsk,64.4165,40.8122,56.08,90,2,4.56,RU,1684964220
287,bubaque,11.2833,-15.8333,81.97,72,100,18.32,GW,1684964220
288,ndelele,4.0333,14.9333,74.5,71,82,2.8,CM,1684964220
289,bikenibeu village,1.3673,173.1241,84.16,79,75,8.05,KI,1684964220
290,nguigmi,14.2495,13.1092,86.32,45,84,5.03,NE,1684964220
291,ust'-ilimsk,58.0006,102.6619,35.4,99,100,4.81,RU,1684964220
292,talnakh,69.4865,88.3972,18.25,91,44,1.92,RU,1684964221
293,al hazm,16.1641,44.7769,80.06,47,100,6.49,YE,1684964221
294,anloga,5.7947,0.8973,82.89,79,98,12.44,GH,1684964221
295,christchurch,-43.5333,172.6333,48.9,91,17,3.44,NZ,1684964016
296,tukrah,32.5341,20.5791,71.04,62,0,13.67,LY,1684964221
297,plastun,44.7561,136.2939,63.79,57,11,2.37,RU,1684964221
298,ulsteinvik,62.3432,5.8487,48.76,84,88,18.01,NO,1684964221
299,palikir - national government center,6.9248,158.1611,84.94,74,100,5.75,FM,1684964221
300,saint-philippe,-21.3585,55.7679,72.99,86,100,9.06,RE,1684964221
301,pisco,-13.7,-76.2167,75.25,64,0,16.11,PE,1684963924
302,st. john's,47.5649,-52.7093,52.99,76,20,5.75,CA,1684964164
303,kita,13.0349,-9.4895,94.01,32,100,5.64,ML,1684964222
304,prince albert,53.2001,-105.7677,66.15,59,100,11.5,CA,1684964222
305,rockland,41.1668,-74.0496,75.02,51,89,7.76,US,1684964222
306,geraldton,-28.7667,114.6,52.21,82,0,12.66,AU,1684964222
307,yakeshi,49.2833,120.7333,57.87,68,99,8.46,CN,1684964222
308,talara,-4.5772,-81.2719,86.76,62,0,15.86,PE,1684964222
309,lincheng,19.9078,109.6858,78.84,85,100,1.05,CN,1684964223
310,bossangoa,6.4926,17.4552,77.92,64,100,4.92,CF,1684964223
311,burabay,53.0838,70.3138,56.32,50,13,1.77,KZ,1684964223
312,saint george's,12.0564,-61.7485,83.88,79,20,13.8,GD,1684964223
313,gurupa,-1.405,-51.64,76.75,92,35,3.58,BR,1684964223
314,marrakesh,31.6315,-8.0083,69.87,56,40,10.36,MA,1684964201
315,buka,40.8108,69.1986,60.84,33,0,3.47,UZ,1684964223
316,paciran,-6.8767,112.3761,75.97,89,27,6.51,ID,1684964223
317,nurmijarvi,60.4641,24.8073,58.89,70,0,6.91,FI,1684964223
318,lucapa,-8.4192,20.7447,73.22,60,57,1.01,AO,1684964223
319,jinghong,21.991,100.7341,72.41,63,36,2.26,CN,1684964224
320,anadyr,64.75,177.4833,41.5,70,75,17.9,RU,1684964224
321,maturin,9.75,-63.1767,93.04,66,98,6.91,VE,1684964224
322,newport,51.5877,-2.9984,59.11,89,1,9.82,GB,1684964224
323,tahe,52.3333,124.7333,50.32,88,100,4.99,CN,1684964224
324,angaur state,6.906,134.13,83.21,79,100,17.25,PW,1684964224
325,flagstaff,35.1981,-111.6513,75.6,24,0,12.66,US,1684964224
326,jamshedpur,22.8,86.1833,85.59,54,64,3.58,IN,1684964225
327,brisas de zicatela,15.8369,-97.0419,90.12,70,40,8.05,MX,1684964225
328,santo antonio,-6.3106,-35.4789,73.69,88,13,6.04,BR,1684964225
329,palafrugell,41.9174,3.1631,66.45,43,20,1.01,ES,1684964225
330,fayroz koh,34.5195,65.2509,52.56,51,0,4.18,AF,1684964225
331,port blair,11.6667,92.75,83.25,74,90,9.98,IN,1684963982
332,sandnessjoen,66.0217,12.6316,44.71,77,75,24.16,NO,1684964225
333,vaxjo,56.8777,14.8091,57.25,76,0,6.91,SE,1684964225
334,krasnovishersk,60.4078,57.082,58.08,68,57,4.0,RU,1684964226
335,kavaratti,10.5669,72.642,84.79,70,7,7.36,IN,1684964226
336,bodo,67.28,14.405,42.84,80,75,24.16,NO,1684964226
337,aswan,24.0934,32.907,88.5,14,22,11.27,EG,1684964226
338,notodden,59.5594,9.2585,55.22,65,58,4.56,NO,1684964146
339,sao miguel do araguaia,-13.275,-50.1628,79.61,47,50,2.15,BR,1684964226
340,medicine hat,50.0501,-110.6683,65.21,55,100,9.22,CA,1684964121
341,fortuna,40.5982,-124.1573,63.93,74,0,14.97,US,1684964116
342,port moresby,-9.4431,147.1797,74.62,94,75,11.5,PG,1684964226
343,yermolayevo,52.7167,55.8,61.09,50,23,6.44,RU,1684964226
344,maintirano,-18.0667,44.0167,71.06,73,0,10.76,MG,1684964226
345,alva,56.1528,-3.8051,54.59,63,3,1.99,GB,1684964227
346,saguenay,48.4168,-71.0657,54.41,53,75,40.29,CA,1684964227
347,khorinsk,52.1657,109.7726,38.8,68,100,7.61,RU,1684964227
348,berdigestyakh,62.0989,126.6992,43.48,56,16,3.91,RU,1684964227
349,san antonio de pale,-1.4014,5.6325,80.13,87,83,8.03,GQ,1684964227
350,colares,38.7992,-9.4469,69.76,65,20,14.0,PT,1684964227
351,san bernardo del viento,9.3533,-75.9524,82.76,76,100,7.4,CO,1684964227
352,opuwo,-18.0607,13.84,63.12,50,3,3.98,NA,1684964227
353,ponnur,16.0711,80.5494,86.54,75,1,8.55,IN,1684964227
354,zhangatas,43.5667,69.75,60.06,43,21,5.01,KZ,1684964228
355,acapulco de juarez,16.8634,-99.8901,89.42,62,20,13.8,MX,1684963938
356,aden,12.7794,45.0367,85.86,74,58,10.98,YE,1684964228
357,north bay,46.3168,-79.4663,53.11,42,20,16.11,CA,1684964064
358,roma,43.2128,-75.4557,54.73,76,100,10.36,US,1684964228
359,nyurba,63.2842,118.3319,42.82,49,22,5.48,RU,1684964228
360,zyrya,40.3661,50.2917,71.69,78,88,7.38,AZ,1684964228
361,port alfred,-33.5906,26.891,68.32,42,67,9.82,ZA,1684964228
362,revda,56.801,59.9303,57.06,56,43,2.13,RU,1684964228
363,holualoa,19.6228,-155.9522,78.64,82,40,12.66,US,1684964061
364,falmouth,50.1544,-5.0711,55.98,79,0,14.97,GB,1684964229
365,gremda,34.75,10.7833,70.0,83,40,5.75,TN,1684964229
366,mahanoro,-19.9,48.8,67.46,92,61,6.38,MG,1684964229
367,el granada,37.5027,-122.4694,75.45,65,100,13.8,US,1684964229
368,coahuayana de hidalgo,18.7,-103.6583,88.88,55,100,7.61,MX,1684964229
369,okondja,-0.6549,13.6753,73.4,97,91,2.17,GA,1684964229
370,east london,-33.0153,27.9116,68.72,35,51,9.33,ZA,1684964229
371,klyuchi,52.2667,79.1667,52.72,49,14,7.56,RU,1684964229
372,sikasso,10.9167,-7.0,78.91,73,57,13.78,ML,1684964229
373,sorsk,54.0033,90.2467,33.19,67,8,2.55,RU,1684964229
374,mhamid,29.82,-5.72,78.69,14,0,7.94,MA,1684964230
375,beaufort west,-32.3567,22.583,61.75,29,99,9.15,ZA,1684964230
376,nejo,9.5,35.5,60.26,81,76,1.45,ET,1684964230
377,lerwick,60.1545,-1.1494,48.2,77,7,21.34,GB,1684964230
378,furukawa,38.5717,140.9556,55.58,67,67,3.29,JP,1684964230
379,selkirk,50.1436,-96.8845,68.11,51,53,8.99,CA,1684964037
380,hit,33.6416,42.8251,79.29,44,26,13.24,IQ,1684964230
381,ayorou,14.7308,0.9174,101.12,21,36,2.62,NE,1684964230
382,puerto leguizamo,-0.1934,-74.7819,80.69,82,66,2.08,CO,1684964230
383,puerto santa,-8.9906,-78.6456,73.45,79,91,11.23,PE,1684964230
384,winnemucca,40.973,-117.7357,73.45,28,20,3.44,US,1684964231
385,yuzhno-kurilsk,44.0306,145.8556,50.36,60,100,5.14,RU,1684964231
386,skovorodino,53.9833,123.9167,46.09,86,74,4.09,RU,1684964231
387,sao gabriel da cachoeira,-0.1303,-67.0892,80.35,86,63,1.03,BR,1684964231
388,birjand,32.8663,59.2211,72.07,23,0,9.22,IR,1684964231
389,chalala,21.4167,71.1667,80.6,82,5,14.27,IN,1684964231
390,korla,41.7597,86.1469,65.61,24,100,8.23,CN,1684964231
391,coquimbo,-29.9533,-71.3436,64.13,82,20,11.5,CL,1684964027
392,smithers,54.7804,-127.1743,70.12,35,40,4.61,CA,1684964231
393,la passe,45.5549,-0.8967,62.83,67,99,14.36,FR,1684964231
394,zimapan,20.75,-99.35,77.7,44,88,11.07,MX,1684964232
395,vadso,70.0744,29.7487,52.68,71,40,12.66,NO,1684964232
396,santa terezinha,-29.9002,-50.0904,69.26,90,1,13.18,BR,1684964232
397,kalajoki,64.25,23.95,49.91,94,100,4.99,FI,1684964232
398,maych'ew,12.7875,39.5422,58.23,72,64,4.05,ET,1684964232
399,sisimiut,66.9395,-53.6735,34.03,73,34,5.28,GL,1684964232
400,antonio enes,-16.2325,39.9086,73.72,74,0,8.19,MZ,1684964232
401,dazhou,31.2159,107.5009,69.35,75,100,4.41,CN,1684964232
402,reggane,26.7158,0.1714,83.75,9,100,12.46,DZ,1684964232
403,tsiombe,-25.3,45.4833,61.61,71,2,5.1,MG,1684964232
404,cadale,2.7603,46.3222,80.31,80,57,12.75,SO,1684964233
405,upata,8.0086,-62.3989,87.19,64,95,5.61,VE,1684964233
406,saint-joseph,-21.3667,55.6167,71.98,85,100,8.72,RE,1684964233
407,ta`u,-14.2336,-169.5144,81.01,78,99,3.67,AS,1684964233
408,homer,59.6425,-151.5483,53.04,71,100,3.44,US,1684964233
409,pangoa,-12.1167,-73.0,72.84,97,89,1.25,PE,1684964233
410,fauske,67.2588,15.3918,42.84,76,86,10.56,NO,1684964233
411,yima,34.7381,111.8839,60.17,79,100,1.68,CN,1684964233
412,hadibu,12.65,54.0333,84.34,73,19,8.3,YE,1684964233
413,ingeniero guillermo n. juarez,-23.9,-61.85,83.3,47,98,9.62,AR,1684964234
414,torbat-e heydariyeh,35.274,59.2195,70.3,29,0,8.21,IR,1684964234
415,mersa matruh,31.3525,27.2453,66.4,83,0,5.99,EG,1684964234
416,andalgala,-27.5819,-66.3165,62.92,47,0,2.44,AR,1684964234
417,quirihue,-36.2833,-72.5333,51.13,89,100,2.39,CL,1684964234
418,corral de bustos,-33.2821,-62.1846,67.24,94,99,5.68,AR,1684964234
419,new norfolk,-42.7826,147.0587,62.1,67,74,8.99,AU,1684964234
420,dingcheng,32.1272,115.0394,62.04,85,3,3.18,CN,1684964234
421,puerto rico,-26.796,-55.024,72.77,68,0,2.71,AR,1684964235
422,caconda,-13.7333,15.0667,58.23,44,15,3.47,AO,1684964235
423,jiexiu,37.0244,111.9125,63.93,57,99,5.88,CN,1684964235
424,albisola superiore,44.3389,8.5105,65.14,81,10,4.21,IT,1684964235
425,vorkuta,67.5,64.0,47.57,79,3,8.93,RU,1684964235
426,mandalgovi,45.7625,106.2708,45.09,52,22,12.06,MN,1684964235
427,cockburn town,21.4612,-71.1419,82.63,70,41,3.22,TC,1684964235
428,nerchinsk,51.9833,116.5833,48.49,49,92,3.62,RU,1684964073
429,argo,37.6333,22.7333,64.78,73,4,2.28,GR,1684964235
430,dudinka,69.4058,86.1778,31.73,93,100,1.01,RU,1684964235
431,wuyishan,28.0047,117.8114,64.98,94,51,3.74,CN,1684964236
432,kavalerovo,44.2661,135.0572,62.49,50,94,1.14,RU,1684964236
433,haiku-pauwela,20.9219,-156.3051,82.42,59,40,23.02,US,1684964236
434,pallisa,1.145,33.7094,65.26,94,32,4.07,UG,1684964236
435,nova olinda do norte,-3.8881,-59.0942,77.52,94,100,1.34,BR,1684964236
436,tamanrasset,22.785,5.5228,82.31,12,0,18.41,DZ,1684964236
437,birnin kebbi,12.4539,4.1975,97.11,32,55,12.19,NG,1684964236
438,segovia,41.1667,-4.0,56.43,79,54,2.51,ES,1684964236
439,kenai,60.5544,-151.2583,55.49,76,100,13.8,US,1684964236
440,dolisie,-4.1997,12.6739,72.77,97,99,3.56,CG,1684964237
441,bandarbeyla,9.4942,50.8122,81.9,77,90,18.97,SO,1684964237
442,raja,8.4596,25.678,83.61,43,100,5.06,SS,1684964237
443,aras-asan,8.8908,126.3033,78.46,87,82,4.97,PH,1684964237
444,namtsy,62.7161,129.6658,44.26,64,46,1.86,RU,1684964237
445,akureyri,65.6835,-18.0878,40.93,65,75,12.66,IS,1684964237
446,longgang,37.6508,120.3286,61.54,61,88,16.44,CN,1684964238
447,inverloch,-38.6333,145.7167,56.98,54,93,24.85,AU,1684964238
448,mkushi,-13.6202,29.3939,59.32,70,2,4.88,ZM,1684964238
449,kota kinabalu,5.9749,116.0724,78.78,83,20,4.61,MY,1684964238
450,hauterive,46.0901,3.4459,59.76,79,29,4.72,FR,1684964238
451,oyama,36.3,139.8,60.58,48,99,1.14,JP,1684964067
452,dogondoutchi,13.6393,4.0287,101.79,21,94,7.38,NE,1684964238
453,miquelon,47.0975,-56.3814,46.4,78,0,10.49,PM,1684964238
454,villa maria grande,-31.6656,-59.9018,70.52,85,61,6.69,AR,1684964239
455,svetlyy,54.675,20.1347,60.96,77,60,4.0,RU,1684964239
456,aldama,22.9167,-98.0667,93.49,45,17,12.86,MX,1684964239
457,san antonio,29.4241,-98.4936,89.91,42,40,10.36,US,1684964105
458,cannonvale,-20.2833,148.7,67.39,71,64,16.6,AU,1684964239
459,sola,-13.8833,167.55,79.56,72,90,23.49,VU,1684964239
460,zhengzhou,34.7578,113.6486,63.09,71,100,5.08,CN,1684964239
461,timbiqui,2.7717,-77.6654,81.0,85,84,3.8,CO,1684964240
462,villa bisono,19.5638,-70.8758,75.58,93,98,0.94,DO,1684964240
463,urcos,-13.6861,-71.6228,60.69,65,89,6.93,PE,1684964240
464,masterton,-40.9597,175.6575,48.88,84,2,1.81,NZ,1684964240
465,ponta delgada,37.7333,-25.6667,63.32,72,20,8.05,PT,1684964240
466,tiangua,-3.7322,-40.9917,68.25,90,100,3.69,BR,1684964198
467,zagora,30.3484,-5.8365,76.21,15,0,3.51,MA,1684964240
468,hajo,26.25,91.5333,74.21,88,41,4.47,IN,1684964240
469,poronaysk,49.2167,143.1167,55.96,67,75,2.53,RU,1684964240
470,jianshui,23.6363,102.8264,65.91,77,1,3.44,CN,1684964241
471,grabovo,53.3875,45.064,61.74,52,62,8.23,RU,1684964241
472,chibougamau,49.9168,-74.3659,40.62,65,100,12.66,CA,1684964241
473,glencoe,-28.1783,30.147,50.61,43,73,4.07,ZA,1684964241
474,edinburgh,55.9521,-3.1965,54.03,75,0,5.75,GB,1684964182
475,urengoy,65.9667,78.3667,32.38,98,80,2.59,RU,1684964241
476,maasin,10.1336,124.8447,81.34,79,84,2.08,PH,1684964241
477,rawai,7.7797,98.3253,87.98,99,32,11.7,TH,1684964241
478,rawson,-43.3002,-65.1023,55.35,32,100,7.92,AR,1684964241
479,tazacorte,28.629,-17.9293,68.97,84,100,6.91,ES,1684964242
480,qarazhal,48.0078,70.7903,57.0,44,6,8.63,KZ,1684964242
481,tateyama,34.9833,139.8667,66.11,64,100,6.71,JP,1684964242
482,hailar,49.2,119.7,53.58,91,100,2.62,CN,1684964101
483,zhigalovo,54.8097,105.1578,36.05,90,99,6.53,RU,1684964242
484,buala,-8.145,159.5921,81.72,81,95,4.97,SB,1684964242
485,mbanza-ngungu,-5.25,14.8667,71.13,87,93,1.63,CD,1684964242
486,digne-les-bains,44.0833,6.25,53.26,91,100,4.52,FR,1684964242
487,salinas,36.6777,-121.6555,65.82,61,100,16.11,US,1684964026
488,hotan,37.0997,79.9269,65.41,42,100,19.04,CN,1684964242
489,ad dilam,23.9915,47.1627,90.01,32,15,5.57,SA,1684964243
490,palmas,-10.2128,-48.3603,85.87,54,20,4.61,BR,1684964243
491,valverde del camino,37.5751,-6.7543,64.02,79,17,2.68,ES,1684964243
492,ashland,40.8167,-82.2665,66.96,72,20,16.71,US,1684964243
493,herceg novi,42.4531,18.5375,65.28,94,39,1.14,ME,1684964243
494,sanibel,26.449,-82.0223,90.05,63,12,5.01,US,1684964243
495,swainsboro,32.5974,-82.3337,80.65,32,0,3.44,US,1684964243
496,port saint john's,-31.6229,29.5448,65.46,60,17,8.28,ZA,1684964243
497,tukzar,35.9483,66.4213,63.03,35,1,3.65,AF,1684964243
498,caleta de carquin,-11.0925,-77.6267,72.66,76,36,9.86,PE,1684964244
499,fada,9.5667,8.3,74.21,84,61,2.42,NG,1684964244
500,carnarvon,-24.8667,113.6333,65.48,77,76,19.35,AU,1684964244
501,minab,27.1467,57.0801,86.72,42,88,2.98,IR,1684964244
502,pierre,44.3683,-100.351,85.12,36,75,16.11,US,1684964244
503,lib,8.3122,167.3766,81.66,80,99,13.8,MH,1684964244
504,zhumysker,49.3333,49.4,66.88,52,56,10.87,KZ,1684964244
505,tual,-5.6667,132.75,81.66,76,100,23.09,ID,1684964244
506,brody,50.0879,25.1503,58.66,66,91,2.28,UA,1684964244
507,weigelstown,39.9837,-76.8225,82.0,34,20,5.75,US,1684964245
508,taulaga,-11.0553,-171.0883,81.9,68,72,2.66,AS,1684964245
509,genhe,50.7833,121.5167,47.19,88,100,2.51,CN,1684964245
510,zhanaozen,43.3,52.8,76.12,28,86,18.05,KZ,1684964245
511,lalitpur,27.6667,85.3333,66.58,77,40,4.61,NP,1684964245
512,mugia,43.1041,-9.2179,66.16,85,49,21.65,ES,1684964245
513,idri,27.5,13.2667,84.63,8,100,10.58,LY,1684964245
514,karbala,32.616,44.0249,86.63,29,100,11.68,IQ,1684964245
515,illela,13.7292,5.2975,97.5,23,100,6.8,NG,1684964246
516,shitanjing,39.2342,106.3439,52.5,44,51,18.59,CN,1684964246
517,kachug,53.9606,105.8817,33.19,83,20,4.32,RU,1684964246
518,la'ie,21.6477,-157.9253,84.16,71,12,16.02,US,1684964246
519,veraval,20.9,70.3667,82.87,80,45,14.29,IN,1684964246
520,kampung sungai ara,5.327,100.2735,82.33,83,20,0.0,MY,1684964246
521,saint-pierre,-21.3393,55.4781,73.08,68,0,6.91,RE,1684964246
522,ulladulla,-35.35,150.4667,57.83,44,49,8.23,AU,1684964246
523,mejit,10.2753,170.8646,81.52,79,93,15.03,MH,1684964246
524,marquette,46.5333,-87.6335,53.26,63,94,7.0,US,1684964175
525,lensk,60.7253,114.9278,46.78,63,99,7.31,RU,1684964251
526,isangel,-19.55,169.2667,71.71,78,75,5.75,VU,1684964252
527,kasane,-17.8167,25.15,61.86,53,0,4.97,BW,1684964252
528,wynyard,-41.0,145.7167,54.77,87,100,20.36,AU,1684964252
529,kruisfontein,-34.0033,24.7314,58.42,60,78,8.05,ZA,1684964252
530,aitape,-3.1374,142.3475,79.27,83,100,1.9,PG,1684964252
531,val-d'or,48.1002,-77.7828,44.69,57,75,17.27,CA,1684964252
532,buncrana,55.1333,-7.45,51.57,93,2,3.89,IE,1684964252
533,dalbandin,28.8947,64.4101,84.16,14,0,11.41,PK,1684964252
534,marsa alam,25.0757,34.8918,79.68,66,1,3.74,EG,1684964006
535,labytnangi,66.6572,66.4183,50.0,65,0,4.81,RU,1684964252
536,leh,34.1667,77.5833,44.53,69,100,3.76,IN,1684964253
537,isiro,2.7739,27.616,67.19,93,80,2.37,CD,1684964253
538,brookings,44.3114,-96.7984,83.44,35,20,14.97,US,1684963987
539,conduaga,8.862,117.4893,79.25,85,93,3.87,PH,1684964253
540,maqat,47.65,53.3167,72.55,24,9,12.12,KZ,1684964253
541,domna,51.8971,113.1573,39.36,80,40,2.24,RU,1684964253
542,arraial do cabo,-22.9661,-42.0278,73.26,83,0,9.22,BR,1684964253
543,tafuna,-14.3358,-170.72,82.35,94,75,3.44,AS,1684964253
544,nova sintra,14.8667,-24.7167,68.65,80,93,10.69,CV,1684964253
545,temerluh,3.4506,102.4176,75.97,98,34,0.29,MY,1684964254
546,mahina,-17.5065,-149.489,83.75,69,40,10.36,PF,1684964254
547,challapata,-18.9,-66.7667,48.79,19,4,7.74,BO,1684964254
548,muli,2.9167,73.5667,83.16,76,70,9.04,MV,1684964254
549,dean funes,-30.4204,-64.3498,64.36,89,98,9.19,AR,1684964254
550,fuling,29.7022,107.3919,69.42,82,88,2.08,CN,1684964254
551,am timan,11.0297,20.2827,94.33,21,16,2.95,TD,1684964254
552,nacozari de garcia,30.3742,-109.6908,88.14,10,2,15.28,MX,1684964254
553,peace river,56.2501,-117.286,57.51,71,100,2.3,CA,1684964254
554,novyy urgal,51.0736,132.5642,56.73,85,88,1.79,RU,1684964254
555,mount isa,-20.7333,139.5,56.97,58,2,5.75,AU,1684964255
556,guarapari,-20.6667,-40.4975,72.9,81,5,1.97,BR,1684964255
557,longonjo,-12.9067,15.2533,60.58,47,11,1.05,AO,1684964255
558,hillsborough,37.5741,-122.3794,74.82,64,20,13.8,US,1684964201
559,aflou,34.1128,2.1023,54.3,62,45,14.36,DZ,1684964255
560,lospalos,-8.5186,127.0025,70.95,87,60,6.06,TL,1684964255
561,bandrele,-12.9067,45.1914,78.55,78,0,6.91,YT,1684964255
562,vila velha,-20.3297,-40.2925,73.35,85,40,4.61,BR,1684964001
563,rosso,16.4986,-15.8153,84.83,30,100,16.37,SN,1684964255
564,the pas,53.8251,-101.2541,64.42,42,0,23.02,CA,1684964255
565,selfoss,63.9331,-20.9971,43.05,74,59,18.61,IS,1684964256
566,siwa oasis,29.2041,25.5195,79.0,39,17,13.58,EG,1684964256
567,port augusta,-32.5,137.7667,56.88,37,100,12.8,AU,1684964256
568,menongue,-14.6585,17.691,58.23,46,0,4.16,AO,1684964256
569,ola,59.5833,151.2833,43.14,75,95,3.49,RU,1684964256
570,nizhneangarsk,55.7833,109.55,30.13,87,21,1.43,RU,1684964256
571,box elder,41.5005,-112.8764,67.64,49,95,3.29,US,1684964256
